Deployment,Date Time,Date,Time,Control_A,Control_B,Control_Avg,White_5A,White_5B,White_5_Avg,White_10A,White_10B,White_10Avg,White_15A,White_15B,White_15Avg,White_25A,White_25B,White_25_Avg,White_30A,White_30B,White_30_Avg,Black_5A,Black_5B,Black_5Avg,Black_10A,Black_10B,Black_10Avg,Black_15A,Black_15B,Black_15Avg,Black_25A,Black_25B,Black_25_Avg,Black_30B,Air_Temp,Solar_Rad,Rain
1,7/21/2018 9:01,7/21/2018,9:01,25.051,24.988,25.0195,25.178,25.07,25.124,25.232,25.176,25.204,25.119,25.211,25.165,NA,NA,NA,NA,NA,NA,25.01,24.977,24.9935,25.211,25.252,25.2315,25.32,25.434,25.377,NA,NA,NA,NA,27,355,0
1,7/21/2018 9:31,7/21/2018,9:31,25.051,24.988,25.0195,25.178,25.008,25.093,25.232,25.176,25.204,25.057,25.148,25.1025,NA,NA,NA,NA,NA,NA,24.947,24.914,24.9305,25.211,25.252,25.2315,25.258,25.371,25.3145,NA,NA,NA,NA,28.4,494,0
1,7/21/2018 10:01,7/21/2018,10:01,25.113,25.113,25.113,25.24,25.133,25.1865,25.357,25.238,25.2975,25.119,25.273,25.196,NA,NA,NA,NA,NA,NA,25.01,25.039,25.0245,25.273,25.439,25.356,25.383,25.434,25.4085,NA,NA,NA,NA,29.6,448,0
1,7/21/2018 10:31,7/21/2018,10:31,25.363,25.363,25.363,25.428,25.383,25.4055,25.67,25.426,25.548,25.369,25.523,25.446,NA,NA,NA,NA,NA,NA,25.26,25.289,25.2745,25.586,25.752,25.669,25.695,25.621,25.658,NA,NA,NA,NA,30.4,230,0
1,7/21/2018 11:01,7/21/2018,11:01,25.738,25.801,25.7695,25.678,25.758,25.718,26.107,25.738,25.9225,25.682,25.898,25.79,NA,NA,NA,NA,NA,NA,25.572,25.727,25.6495,25.961,26.252,26.1065,26.07,25.934,26.002,NA,NA,NA,NA,30.9,652,0
1,7/21/2018 11:31,7/21/2018,11:31,26.238,26.363,26.3005,26.115,26.258,26.1865,26.607,26.238,26.4225,26.057,26.336,26.1965,NA,NA,NA,NA,NA,NA,26.072,26.226,26.149,26.461,26.814,26.6375,26.57,26.434,26.502,NA,NA,NA,NA,31.3,207,0
1,7/21/2018 12:01,7/21/2018,12:01,26.863,26.988,26.9255,26.615,26.883,26.749,27.232,26.738,26.985,26.557,26.898,26.7275,NA,NA,NA,NA,NA,NA,26.635,26.851,26.743,27.023,27.439,27.231,27.195,26.933,27.064,NA,NA,NA,NA,31,884,0
1,7/21/2018 12:31,7/21/2018,12:31,27.488,27.613,27.5505,27.177,27.507,27.342,27.857,27.3,27.5785,27.119,27.46,27.2895,NA,NA,NA,NA,NA,NA,27.197,27.476,27.3365,27.648,28.064,27.856,27.757,27.496,27.6265,NA,NA,NA,NA,30.5,287,0
1,7/21/2018 13:01,7/21/2018,13:01,28.112,28.3,28.206,27.802,28.132,27.967,28.481,27.925,28.203,27.744,28.085,27.9145,NA,NA,NA,NA,NA,NA,27.884,28.163,28.0235,28.273,28.688,28.4805,28.382,28.12,28.251,NA,NA,NA,NA,30.7,190,0
1,7/21/2018 13:31,7/21/2018,13:31,28.8,29.049,28.9245,28.489,28.882,28.6855,29.168,28.612,28.89,28.369,28.71,28.5395,NA,NA,NA,NA,NA,NA,28.572,28.912,28.742,28.96,29.375,29.1675,29.007,28.745,28.876,NA,NA,NA,NA,25.2,18,0.48
1,7/21/2018 14:01,7/21/2018,14:01,29.549,29.736,29.6425,29.176,29.569,29.3725,29.793,29.299,29.546,28.994,29.396,29.195,NA,NA,NA,NA,NA,NA,29.259,29.662,29.4605,29.585,30.062,29.8235,29.693,29.369,29.531,NA,NA,NA,NA,26.7,12,0.48
1,7/21/2018 14:31,7/21/2018,14:31,30.048,30.236,30.142,29.613,30.068,29.8405,30.292,29.798,30.045,29.431,29.834,29.6325,NA,NA,NA,NA,NA,NA,29.759,30.161,29.96,30.147,30.499,30.323,30.255,29.931,30.093,NA,NA,NA,NA,25.2,9,1.17
1,7/21/2018 15:01,7/21/2018,15:01,30.298,30.361,30.3295,29.863,30.256,30.0595,30.479,30.048,30.2635,29.681,30.083,29.882,NA,NA,NA,NA,NA,NA,30.008,30.348,30.178,30.397,30.686,30.5415,30.505,30.181,30.343,NA,NA,NA,NA,25.4,16,1.19
1,7/21/2018 15:31,7/21/2018,15:31,30.236,30.236,30.236,29.863,30.193,30.028,30.417,30.048,30.2325,29.681,30.083,29.882,NA,NA,NA,NA,NA,NA,30.008,30.223,30.1155,30.334,30.624,30.479,30.505,30.243,30.374,NA,NA,NA,NA,24.8,39,1.19
1,7/21/2018 16:01,7/21/2018,16:01,29.986,29.986,29.986,29.676,29.881,29.7785,30.167,29.861,30.014,29.493,29.896,29.6945,NA,NA,NA,NA,NA,NA,29.821,29.974,29.8975,30.147,30.312,30.2295,30.318,30.056,30.187,NA,NA,NA,NA,24.7,84,1.19
1,7/21/2018 16:31,7/21/2018,16:31,29.674,29.611,29.6425,29.426,29.569,29.4975,29.855,29.611,29.733,29.306,29.584,29.445,NA,NA,NA,NA,NA,NA,29.509,29.599,29.554,29.835,29.999,29.917,30.006,29.869,29.9375,NA,NA,NA,NA,25.2,107,1.19
1,7/21/2018 17:01,7/21/2018,17:01,29.362,29.299,29.3305,29.176,29.256,29.216,29.543,29.299,29.421,29.056,29.334,29.195,NA,NA,NA,NA,NA,NA,29.259,29.287,29.273,29.522,29.687,29.6045,29.693,29.557,29.625,NA,NA,NA,NA,26.1,183,1.19
1,7/21/2018 17:31,7/21/2018,17:31,29.112,29.049,29.0805,28.926,28.944,28.935,29.231,29.049,29.14,28.806,29.084,28.945,NA,NA,NA,NA,NA,NA,29.009,28.975,28.992,29.272,29.375,29.3235,29.444,29.307,29.3755,NA,NA,NA,NA,26.6,299,1.19
1,7/21/2018 18:01,7/21/2018,18:01,28.862,28.862,28.862,28.739,28.757,28.748,29.043,28.862,28.9525,28.619,28.834,28.7265,NA,NA,NA,NA,NA,NA,28.759,28.787,28.773,29.022,29.125,29.0735,29.194,29.12,29.157,NA,NA,NA,NA,27.9,413,1.19
1,7/21/2018 18:31,7/21/2018,18:31,28.737,28.737,28.737,28.677,28.632,28.6545,28.856,28.737,28.7965,28.556,28.71,28.633,NA,NA,NA,NA,NA,NA,28.634,28.662,28.648,28.898,29,28.949,29.007,28.995,29.001,NA,NA,NA,NA,29.2,200,1.19
1,7/21/2018 19:01,7/21/2018,19:01,28.737,28.737,28.737,28.739,28.694,28.7165,28.856,28.675,28.7655,28.556,28.71,28.633,NA,NA,NA,NA,NA,NA,28.634,28.725,28.6795,28.835,28.938,28.8865,28.944,28.932,28.938,NA,NA,NA,NA,29.3,83,1.19
1,7/21/2018 19:31,7/21/2018,19:31,28.862,28.862,28.862,28.864,28.819,28.8415,28.856,28.799,28.8275,28.681,28.772,28.7265,NA,NA,NA,NA,NA,NA,28.759,28.85,28.8045,28.898,29,28.949,29.007,28.995,29.001,NA,NA,NA,NA,29.1,35,1.19
1,7/21/2018 20:01,7/21/2018,20:01,28.987,28.987,28.987,29.051,28.944,28.9975,28.981,28.924,28.9525,28.869,28.897,28.883,NA,NA,NA,NA,NA,NA,28.884,29.037,28.9605,29.022,29.063,29.0425,29.069,29.12,29.0945,NA,NA,NA,NA,29.2,23,1.19
1,7/21/2018 20:31,7/21/2018,20:31,29.112,29.112,29.112,29.176,29.069,29.1225,29.106,29.049,29.0775,28.931,29.022,28.9765,NA,NA,NA,NA,NA,NA,28.946,29.1,29.023,29.147,29.188,29.1675,29.194,29.244,29.219,NA,NA,NA,NA,29.2,11,1.19
1,7/21/2018 21:01,7/21/2018,21:01,29.174,29.174,29.174,29.239,29.194,29.2165,29.168,29.112,29.14,29.056,29.147,29.1015,NA,NA,NA,NA,NA,NA,29.009,29.162,29.0855,29.21,29.25,29.23,29.256,29.307,29.2815,NA,NA,NA,NA,29.1,0,1.19
1,7/21/2018 21:31,7/21/2018,21:31,29.237,29.237,29.237,29.239,29.194,29.2165,29.231,29.174,29.2025,29.118,29.209,29.1635,NA,NA,NA,NA,NA,NA,29.071,29.224,29.1475,29.272,29.313,29.2925,29.319,29.369,29.344,NA,NA,NA,NA,28.7,0,1.19
1,7/21/2018 22:01,7/21/2018,22:01,29.237,29.237,29.237,29.239,29.194,29.2165,29.231,29.174,29.2025,29.118,29.209,29.1635,NA,NA,NA,NA,NA,NA,29.071,29.224,29.1475,29.272,29.313,29.2925,29.319,29.369,29.344,NA,NA,NA,NA,28.6,0,1.19
1,7/21/2018 22:31,7/21/2018,22:31,29.174,29.174,29.174,29.176,29.131,29.1535,29.168,29.174,29.171,29.056,29.209,29.1325,NA,NA,NA,NA,NA,NA,29.009,29.162,29.0855,29.272,29.25,29.261,29.319,29.369,29.344,NA,NA,NA,NA,28.3,0,1.19
1,7/21/2018 23:01,7/21/2018,23:01,29.112,29.112,29.112,29.114,29.069,29.0915,29.106,29.112,29.109,29.056,29.147,29.1015,NA,NA,NA,NA,NA,NA,28.946,29.037,28.9915,29.21,29.188,29.199,29.256,29.307,29.2815,NA,NA,NA,NA,28.2,0,1.19
1,7/21/2018 23:31,7/21/2018,23:31,29.049,28.987,29.018,29.051,29.007,29.029,29.043,29.049,29.046,28.931,29.084,29.0075,NA,NA,NA,NA,NA,NA,28.884,28.975,28.9295,29.085,29.125,29.105,29.131,29.244,29.1875,NA,NA,NA,NA,28,0,1.19
1,7/22/2018 0:01,7/22/2018,0:01,28.924,28.862,28.893,28.926,28.882,28.904,28.981,28.924,28.9525,28.869,29.022,28.9455,NA,NA,NA,NA,NA,NA,28.822,28.85,28.836,29.022,29.063,29.0425,29.069,29.12,29.0945,NA,NA,NA,NA,27.8,0,1.19
1,7/22/2018 0:31,7/22/2018,0:31,28.8,28.737,28.7685,28.801,28.757,28.779,28.856,28.799,28.8275,28.744,28.897,28.8205,NA,NA,NA,NA,NA,NA,28.697,28.725,28.711,28.898,28.938,28.918,28.944,28.995,28.9695,NA,NA,NA,NA,27.8,0,0
1,7/22/2018 1:01,7/22/2018,1:01,28.675,28.612,28.6435,28.677,28.632,28.6545,28.731,28.737,28.734,28.681,28.772,28.7265,NA,NA,NA,NA,NA,NA,28.572,28.6,28.586,28.773,28.813,28.793,28.819,28.87,28.8445,NA,NA,NA,NA,27.7,0,0
1,7/22/2018 1:31,7/22/2018,1:31,28.55,28.487,28.5185,28.552,28.507,28.5295,28.606,28.612,28.609,28.556,28.71,28.633,NA,NA,NA,NA,NA,NA,28.447,28.475,28.461,28.71,28.688,28.699,28.694,28.807,28.7505,NA,NA,NA,NA,27.6,0,0
1,7/22/2018 2:01,7/22/2018,2:01,28.425,28.362,28.3935,28.427,28.382,28.4045,28.544,28.487,28.5155,28.431,28.585,28.508,NA,NA,NA,NA,NA,NA,28.322,28.35,28.336,28.523,28.563,28.543,28.569,28.682,28.6255,NA,NA,NA,NA,27.4,0,0
1,7/22/2018 2:31,7/22/2018,2:31,28.3,28.237,28.2685,28.302,28.257,28.2795,28.419,28.362,28.3905,28.369,28.46,28.4145,NA,NA,NA,NA,NA,NA,28.197,28.225,28.211,28.46,28.438,28.449,28.444,28.557,28.5005,NA,NA,NA,NA,27.3,0,0
1,7/22/2018 3:01,7/22/2018,3:01,28.175,28.112,28.1435,28.239,28.132,28.1855,28.294,28.237,28.2655,28.244,28.335,28.2895,NA,NA,NA,NA,NA,NA,28.072,28.1,28.086,28.335,28.314,28.3245,28.32,28.433,28.3765,NA,NA,NA,NA,27.7,0,0
1,7/22/2018 3:31,7/22/2018,3:31,28.112,28.05,28.081,28.114,28.007,28.0605,28.169,28.112,28.1405,28.119,28.21,28.1645,NA,NA,NA,NA,NA,NA,28.009,28.038,28.0235,28.21,28.189,28.1995,28.195,28.308,28.2515,NA,NA,NA,NA,27.9,0,0
1,7/22/2018 4:01,7/22/2018,4:01,27.988,27.925,27.9565,27.99,27.882,27.936,28.044,28.05,28.047,27.994,28.147,28.0705,NA,NA,NA,NA,NA,NA,27.884,27.913,27.8985,28.085,28.126,28.1055,28.132,28.183,28.1575,NA,NA,NA,NA,28,0,0
1,7/22/2018 4:31,7/22/2018,4:31,27.863,27.8,27.8315,27.865,27.82,27.8425,27.982,27.925,27.9535,27.931,28.023,27.977,NA,NA,NA,NA,NA,NA,27.759,27.788,27.7735,27.96,28.001,27.9805,28.007,28.058,28.0325,NA,NA,NA,NA,27.9,0,0
1,7/22/2018 5:01,7/22/2018,5:01,27.738,27.738,27.738,27.802,27.695,27.7485,27.857,27.8,27.8285,27.806,27.96,27.883,NA,NA,NA,NA,NA,NA,27.697,27.726,27.7115,27.898,27.876,27.887,27.882,27.995,27.9385,NA,NA,NA,NA,27.9,0,0
1,7/22/2018 5:31,7/22/2018,5:31,27.675,27.613,27.644,27.74,27.632,27.686,27.794,27.738,27.766,27.744,27.835,27.7895,NA,NA,NA,NA,NA,NA,27.634,27.663,27.6485,27.773,27.814,27.7935,27.82,27.87,27.845,NA,NA,NA,NA,27.8,0,0
1,7/22/2018 6:01,7/22/2018,6:01,27.613,27.55,27.5815,27.615,27.57,27.5925,27.732,27.675,27.7035,27.681,27.773,27.727,NA,NA,NA,NA,NA,NA,27.572,27.601,27.5865,27.711,27.751,27.731,27.757,27.808,27.7825,NA,NA,NA,NA,27.8,0,0
1,7/22/2018 6:31,7/22/2018,6:31,27.55,27.55,27.55,27.615,27.507,27.561,27.669,27.613,27.641,27.619,27.71,27.6645,NA,NA,NA,NA,NA,NA,27.51,27.538,27.524,27.648,27.689,27.6685,27.695,27.746,27.7205,NA,NA,NA,NA,27.8,0,0
1,7/22/2018 7:01,7/22/2018,7:01,27.488,27.488,27.488,27.552,27.445,27.4985,27.607,27.55,27.5785,27.556,27.71,27.633,NA,NA,NA,NA,NA,NA,27.447,27.476,27.4615,27.586,27.626,27.606,27.632,27.683,27.6575,NA,NA,NA,NA,27.8,9,0
1,7/22/2018 7:31,7/22/2018,7:31,27.488,27.425,27.4565,27.49,27.445,27.4675,27.544,27.488,27.516,27.494,27.648,27.571,NA,NA,NA,NA,NA,NA,27.385,27.413,27.399,27.523,27.564,27.5435,27.57,27.621,27.5955,NA,NA,NA,NA,27.9,60,0
1,7/22/2018 8:01,7/22/2018,8:01,27.425,27.363,27.394,27.427,27.382,27.4045,27.544,27.488,27.516,27.431,27.585,27.508,NA,NA,NA,NA,NA,NA,27.322,27.413,27.3675,27.523,27.564,27.5435,27.507,27.558,27.5325,NA,NA,NA,NA,28.4,53,0
1,7/22/2018 8:31,7/22/2018,8:31,27.363,27.363,27.363,27.427,27.32,27.3735,27.482,27.425,27.4535,27.431,27.523,27.477,NA,NA,NA,NA,NA,NA,27.322,27.351,27.3365,27.461,27.501,27.481,27.445,27.558,27.5015,NA,NA,NA,NA,29,216,0
1,7/22/2018 9:01,7/22/2018,9:01,27.363,27.363,27.363,27.427,27.32,27.3735,27.482,27.425,27.4535,27.431,27.523,27.477,NA,NA,NA,NA,NA,NA,27.322,27.351,27.3365,27.461,27.501,27.481,27.445,27.496,27.4705,NA,NA,NA,NA,29.6,332,0
1,7/22/2018 9:31,7/22/2018,9:31,27.425,27.425,27.425,27.427,27.382,27.4045,27.544,27.425,27.4845,27.431,27.585,27.508,NA,NA,NA,NA,NA,NA,27.322,27.413,27.3675,27.461,27.564,27.5125,27.507,27.558,27.5325,NA,NA,NA,NA,30.3,429,0
1,7/22/2018 10:01,7/22/2018,10:01,27.55,27.55,27.55,27.552,27.507,27.5295,27.669,27.55,27.6095,27.556,27.648,27.602,NA,NA,NA,NA,NA,NA,27.447,27.538,27.4925,27.586,27.689,27.6375,27.632,27.621,27.6265,NA,NA,NA,NA,30.8,545,0
1,7/22/2018 10:31,7/22/2018,10:31,27.738,27.8,27.769,27.74,27.757,27.7485,27.919,27.738,27.8285,27.681,27.835,27.758,NA,NA,NA,NA,NA,NA,27.634,27.788,27.711,27.835,28.001,27.918,27.82,27.808,27.814,NA,NA,NA,NA,31.6,615,0
1,7/22/2018 11:01,7/22/2018,11:01,28.112,28.175,28.1435,27.99,28.132,28.061,28.294,28.05,28.172,27.994,28.147,28.0705,NA,NA,NA,NA,NA,NA,28.009,28.163,28.086,28.148,28.376,28.262,28.195,28.12,28.1575,NA,NA,NA,NA,31.9,773,0
1,7/22/2018 11:31,7/22/2018,11:31,28.55,28.612,28.581,28.364,28.569,28.4665,28.794,28.425,28.6095,28.306,28.522,28.414,NA,NA,NA,NA,NA,NA,28.384,28.6,28.492,28.585,28.876,28.7305,28.632,28.495,28.5635,NA,NA,NA,NA,32.3,789,0
1,7/22/2018 12:01,7/22/2018,12:01,29.049,29.174,29.1115,28.801,29.069,28.935,29.356,28.862,29.109,28.744,29.022,28.883,NA,NA,NA,NA,NA,NA,28.884,29.1,28.992,29.085,29.438,29.2615,29.131,28.932,29.0315,NA,NA,NA,NA,32.8,889,0
1,7/22/2018 12:31,7/22/2018,12:31,29.611,29.736,29.6735,29.301,29.631,29.466,29.918,29.424,29.671,29.181,29.521,29.351,NA,NA,NA,NA,NA,NA,29.446,29.724,29.585,29.585,29.999,29.792,29.693,29.432,29.5625,NA,NA,NA,NA,33.1,895,0
1,7/22/2018 13:01,7/22/2018,13:01,30.236,30.361,30.2985,29.925,30.318,30.1215,30.542,29.986,30.264,29.743,30.083,29.913,NA,NA,NA,NA,NA,NA,30.071,30.348,30.2095,30.209,30.624,30.4165,30.255,29.994,30.1245,NA,NA,NA,NA,33.6,932,0
1,7/22/2018 13:31,7/22/2018,13:31,30.86,31.047,30.9535,30.487,30.942,30.7145,31.166,30.61,30.888,30.243,30.645,30.444,NA,NA,NA,NA,NA,NA,30.695,31.097,30.896,30.771,31.248,31.0095,30.88,30.556,30.718,NA,NA,NA,NA,34.1,923,0
1,7/22/2018 14:01,7/22/2018,14:01,31.484,31.671,31.5775,31.174,31.629,31.4015,31.79,31.234,31.512,30.868,31.269,31.0685,NA,NA,NA,NA,NA,NA,31.382,31.784,31.583,31.396,31.872,31.634,31.504,31.18,31.342,NA,NA,NA,NA,33.8,988,0
1,7/22/2018 14:31,7/22/2018,14:31,32.108,32.358,32.233,31.798,32.316,32.057,32.476,31.858,32.167,31.492,31.893,31.6925,NA,NA,NA,NA,NA,NA,32.069,32.533,32.301,32.083,32.558,32.3205,32.128,31.741,31.9345,NA,NA,NA,NA,33.8,722,0
1,7/22/2018 15:01,7/22/2018,15:01,32.795,32.982,32.8885,32.484,33.002,32.743,33.1,32.544,32.822,32.117,32.517,32.317,NA,NA,NA,NA,NA,NA,32.756,33.281,33.0185,32.707,33.182,32.9445,32.69,32.365,32.5275,NA,NA,NA,NA,33.8,1023,0
1,7/22/2018 15:31,7/22/2018,15:31,33.419,33.606,33.5125,33.17,33.627,33.3985,33.661,33.168,33.4145,32.679,33.079,32.879,NA,NA,NA,NA,NA,NA,33.381,34.03,33.7055,33.332,33.743,33.5375,33.314,32.989,33.1515,NA,NA,NA,NA,33.6,904,0
1,7/22/2018 16:01,7/22/2018,16:01,33.98,34.167,34.0735,33.794,34.313,34.0535,34.223,33.791,34.007,33.304,33.703,33.5035,NA,NA,NA,NA,NA,NA,34.067,34.654,34.3605,33.893,34.305,34.099,33.875,33.551,33.713,NA,NA,NA,NA,31.8,705,0
1,7/22/2018 16:31,7/22/2018,16:31,34.541,34.729,34.635,34.418,34.812,34.615,34.722,34.352,34.537,33.928,34.264,34.096,NA,NA,NA,NA,NA,NA,34.629,35.277,34.953,34.455,34.804,34.6295,34.374,34.112,34.243,NA,NA,NA,NA,31.2,165,0
1,7/22/2018 17:01,7/22/2018,17:01,34.978,35.165,35.0715,34.916,35.311,35.1135,35.158,34.851,35.0045,34.365,34.763,34.564,NA,NA,NA,NA,NA,NA,35.066,35.776,35.421,34.955,35.24,35.0975,34.811,34.611,34.711,NA,NA,NA,NA,30.9,230,0
1,7/22/2018 17:31,7/22/2018,17:31,35.352,35.415,35.3835,35.228,35.623,35.4255,35.47,35.225,35.3475,34.74,35.075,34.9075,NA,NA,NA,NA,NA,NA,35.441,36.025,35.733,35.267,35.552,35.4095,35.185,34.985,35.085,NA,NA,NA,NA,30.8,111,0
1,7/22/2018 18:01,7/22/2018,18:01,35.539,35.602,35.5705,35.415,35.748,35.5815,35.657,35.412,35.5345,34.99,35.324,35.157,NA,NA,NA,NA,NA,NA,35.566,36.15,35.858,35.516,35.739,35.6275,35.372,35.235,35.3035,NA,NA,NA,NA,29.9,30,0
1,7/22/2018 18:31,7/22/2018,18:31,35.539,35.602,35.5705,35.478,35.81,35.644,35.719,35.537,35.628,35.115,35.449,35.282,NA,NA,NA,NA,NA,NA,35.628,36.15,35.889,35.579,35.739,35.659,35.434,35.297,35.3655,NA,NA,NA,NA,29.4,51,0
1,7/22/2018 19:01,7/22/2018,19:01,35.477,35.477,35.477,35.415,35.686,35.5505,35.657,35.474,35.5655,35.115,35.386,35.2505,NA,NA,NA,NA,NA,NA,35.566,35.963,35.7645,35.516,35.676,35.596,35.434,35.297,35.3655,NA,NA,NA,NA,29.2,79,0
1,7/22/2018 19:31,7/22/2018,19:31,35.29,35.29,35.29,35.228,35.436,35.332,35.47,35.35,35.41,34.99,35.262,35.126,NA,NA,NA,NA,NA,NA,35.378,35.714,35.546,35.392,35.489,35.4405,35.31,35.172,35.241,NA,NA,NA,NA,29.2,142,0
1,7/22/2018 20:01,7/22/2018,20:01,35.04,34.978,35.009,34.979,35.186,35.0825,35.22,35.1,35.16,34.74,35.075,34.9075,NA,NA,NA,NA,NA,NA,35.129,35.402,35.2655,35.142,35.24,35.191,35.06,34.985,35.0225,NA,NA,NA,NA,29.2,54,0
1,7/22/2018 20:31,7/22/2018,20:31,34.729,34.666,34.6975,34.729,34.875,34.802,34.909,34.789,34.849,34.49,34.763,34.6265,NA,NA,NA,NA,NA,NA,34.816,35.028,34.922,34.83,34.928,34.879,34.811,34.736,34.7735,NA,NA,NA,NA,28.9,7,0
1,7/22/2018 21:01,7/22/2018,21:01,34.417,34.354,34.3855,34.48,34.563,34.5215,34.597,34.539,34.568,34.24,34.513,34.3765,NA,NA,NA,NA,NA,NA,34.504,34.654,34.579,34.58,34.616,34.598,34.499,34.486,34.4925,NA,NA,NA,NA,28.6,0,0
1,7/22/2018 21:31,7/22/2018,21:31,34.105,34.042,34.0735,34.231,34.251,34.241,34.285,34.228,34.2565,33.991,34.202,34.0965,NA,NA,NA,NA,NA,NA,34.192,34.279,34.2355,34.268,34.305,34.2865,34.187,34.174,34.1805,NA,NA,NA,NA,28.3,0,0
1,7/22/2018 22:01,7/22/2018,22:01,33.793,33.731,33.762,33.919,33.939,33.929,33.973,33.916,33.9445,33.678,33.89,33.784,NA,NA,NA,NA,NA,NA,33.818,33.905,33.8615,33.956,33.993,33.9745,33.875,33.925,33.9,NA,NA,NA,NA,28.2,0,0
1,7/22/2018 22:31,7/22/2018,22:31,33.419,33.356,33.3875,33.545,33.564,33.5545,33.661,33.542,33.6015,33.366,33.578,33.472,NA,NA,NA,NA,NA,NA,33.505,33.531,33.518,33.644,33.681,33.6625,33.563,33.613,33.588,NA,NA,NA,NA,28.3,0,0
1,7/22/2018 23:01,7/22/2018,23:01,33.107,32.982,33.0445,33.233,33.19,33.2115,33.287,33.23,33.2585,33.054,33.266,33.16,NA,NA,NA,NA,NA,NA,33.131,33.157,33.144,33.269,33.307,33.288,33.251,33.301,33.276,NA,NA,NA,NA,29.1,0,0
1,7/22/2018 23:31,7/22/2018,23:31,32.732,32.67,32.701,32.921,32.878,32.8995,32.975,32.918,32.9465,32.742,32.954,32.848,NA,NA,NA,NA,NA,NA,32.819,32.845,32.832,32.957,32.995,32.976,32.939,32.989,32.964,NA,NA,NA,NA,29.3,0,0
1,7/23/2018 0:01,7/23/2018,0:01,32.42,32.358,32.389,32.609,32.503,32.556,32.663,32.606,32.6345,32.492,32.642,32.567,NA,NA,NA,NA,NA,NA,32.506,32.47,32.488,32.645,32.683,32.664,32.627,32.677,32.652,NA,NA,NA,NA,29.4,0,0
1,7/23/2018 0:31,7/23/2018,0:31,32.108,32.046,32.077,32.297,32.253,32.275,32.352,32.294,32.323,32.179,32.33,32.2545,NA,NA,NA,NA,NA,NA,32.194,32.158,32.176,32.333,32.371,32.352,32.315,32.365,32.34,NA,NA,NA,NA,28.5,0,0
1,7/23/2018 1:01,7/23/2018,1:01,31.859,31.734,31.7965,32.047,31.941,31.994,32.04,32.045,32.0425,31.93,32.081,32.0055,NA,NA,NA,NA,NA,NA,31.944,31.909,31.9265,32.02,32.059,32.0395,32.003,32.116,32.0595,NA,NA,NA,NA,26.8,0,0
1,7/23/2018 1:31,7/23/2018,1:31,31.609,31.484,31.5465,31.798,31.692,31.745,31.79,31.733,31.7615,31.68,31.831,31.7555,NA,NA,NA,NA,NA,NA,31.632,31.597,31.6145,31.771,31.809,31.79,31.754,31.804,31.779,NA,NA,NA,NA,25.8,0,0
1,7/23/2018 2:01,7/23/2018,2:01,31.297,31.235,31.266,31.486,31.379,31.4325,31.54,31.483,31.5115,31.43,31.581,31.5055,NA,NA,NA,NA,NA,NA,31.382,31.347,31.3645,31.521,31.56,31.5405,31.504,31.554,31.529,NA,NA,NA,NA,25.8,0,0
1,7/23/2018 2:31,7/23/2018,2:31,30.985,30.922,30.9535,31.174,31.067,31.1205,31.228,31.171,31.1995,31.118,31.269,31.1935,NA,NA,NA,NA,NA,NA,31.07,31.035,31.0525,31.209,31.248,31.2285,31.192,31.305,31.2485,NA,NA,NA,NA,25.7,0,0
1,7/23/2018 3:01,7/23/2018,3:01,30.673,30.548,30.6105,30.862,30.755,30.8085,30.916,30.859,30.8875,30.805,30.957,30.881,NA,NA,NA,NA,NA,NA,30.758,30.66,30.709,30.896,30.936,30.916,30.88,30.992,30.936,NA,NA,NA,NA,25.3,0,0
1,7/23/2018 3:31,7/23/2018,3:31,30.361,30.236,30.2985,30.487,30.38,30.4335,30.604,30.547,30.5755,30.493,30.645,30.569,NA,NA,NA,NA,NA,NA,30.383,30.348,30.3655,30.584,30.561,30.5725,30.568,30.618,30.593,NA,NA,NA,NA,24.9,0,0
1,7/23/2018 4:01,7/23/2018,4:01,29.986,29.861,29.9235,30.175,30.006,30.0905,30.23,30.173,30.2015,30.118,30.333,30.2255,NA,NA,NA,NA,NA,NA,30.071,29.974,30.0225,30.209,30.249,30.229,30.255,30.306,30.2805,NA,NA,NA,NA,24.6,0,0
1,7/23/2018 4:31,7/23/2018,4:31,29.611,29.486,29.5485,29.801,29.694,29.7475,29.918,29.861,29.8895,29.806,29.958,29.882,NA,NA,NA,NA,NA,NA,29.696,29.599,29.6475,29.897,29.875,29.886,29.881,29.931,29.906,NA,NA,NA,NA,25.8,0,0
1,7/23/2018 5:01,7/23/2018,5:01,29.237,29.112,29.1745,29.426,29.319,29.3725,29.543,29.486,29.5145,29.493,29.646,29.5695,NA,NA,NA,NA,NA,NA,29.321,29.224,29.2725,29.522,29.5,29.511,29.506,29.619,29.5625,NA,NA,NA,NA,26.8,0,0
1,7/23/2018 5:31,7/23/2018,5:31,28.924,28.8,28.862,29.114,28.944,29.029,29.231,29.174,29.2025,29.118,29.272,29.195,NA,NA,NA,NA,NA,NA,29.009,28.85,28.9295,29.147,29.188,29.1675,29.194,29.244,29.219,NA,NA,NA,NA,27.1,0,0
1,7/23/2018 6:01,7/23/2018,6:01,28.612,28.487,28.5495,28.801,28.632,28.7165,28.856,28.862,28.859,28.806,28.959,28.8825,NA,NA,NA,NA,NA,NA,28.697,28.6,28.6485,28.835,28.876,28.8555,28.882,28.932,28.907,NA,NA,NA,NA,27.4,0,0
