Deployment,Date Time,Date,Time,Control_A,Control_B,Control_Avg,White_5A,White_5B,White_5_Avg,White_10A,White_10B,White_10Avg,White_15A,White_15B,White_15Avg,White_25A,White_25B,White_25_Avg,White_30A,White_30B,White_30_Avg,Black_5A,Black_5B,Black_5Avg,Black_10A,Black_10B,Black_10Avg,Black_15A,Black_15B,Black_15Avg,Black_25A,Black_25B,Black_25_Avg,Black_30B,Air_Temp,Solar_Rad,Rain
1,7/16/2018 16:31,7/16/2018,16:31,30.735,30.86,30.7975,30.799,30.88,30.8395,30.791,30.672,30.7315,30.555,30.707,30.631,NA,NA,NA,NA,NA,NA,30.633,31.16,30.8965,30.709,30.936,30.8225,30.63,30.618,30.624,NA,NA,NA,NA,30.1,234,0.13
1,7/16/2018 17:01,7/16/2018,17:01,31.359,31.547,31.453,31.423,31.504,31.4635,31.416,31.359,31.3875,31.18,31.332,31.256,NA,NA,NA,NA,NA,NA,31.258,31.784,31.521,31.333,31.56,31.4465,31.254,31.242,31.248,NA,NA,NA,NA,30.4,325,0.13
1,7/16/2018 17:31,7/16/2018,17:31,31.983,32.108,32.0455,31.985,32.066,32.0255,31.915,31.858,31.8865,31.742,31.831,31.7865,NA,NA,NA,NA,NA,NA,31.82,32.345,32.0825,31.895,32.059,31.977,31.816,31.804,31.81,NA,NA,NA,NA,30.2,153,0.13
1,7/16/2018 18:01,7/16/2018,18:01,32.483,32.607,32.545,32.547,32.628,32.5875,32.414,32.419,32.4165,32.242,32.268,32.255,NA,NA,NA,NA,NA,NA,32.319,32.907,32.613,32.395,32.496,32.4455,32.315,32.303,32.309,NA,NA,NA,NA,30.4,271,0.13
1,7/16/2018 18:31,7/16/2018,18:31,32.982,33.107,33.0445,33.046,33.065,33.0555,32.788,32.856,32.822,32.617,32.704,32.6605,NA,NA,NA,NA,NA,NA,32.819,33.344,33.0815,32.832,32.87,32.851,32.752,32.802,32.777,NA,NA,NA,NA,30.4,171,0.13
1,7/16/2018 19:01,7/16/2018,19:01,33.356,33.419,33.3875,33.42,33.439,33.4295,33.162,33.23,33.196,32.991,33.016,33.0035,NA,NA,NA,NA,NA,NA,33.193,33.656,33.4245,33.144,33.182,33.163,33.126,33.176,33.151,NA,NA,NA,NA,30.3,118,0.13
1,7/16/2018 19:31,7/16/2018,19:31,33.606,33.668,33.637,33.669,33.689,33.679,33.412,33.417,33.4145,33.179,33.204,33.1915,NA,NA,NA,NA,NA,NA,33.443,33.905,33.674,33.394,33.369,33.3815,33.376,33.426,33.401,NA,NA,NA,NA,29.9,51,0.13
1,7/16/2018 20:01,7/16/2018,20:01,33.731,33.793,33.762,33.794,33.814,33.804,33.537,33.604,33.5705,33.304,33.328,33.316,NA,NA,NA,NA,NA,NA,33.568,33.967,33.7675,33.519,33.494,33.5065,33.563,33.613,33.588,NA,NA,NA,NA,29.6,28,0.13
1,7/16/2018 20:31,7/16/2018,20:31,33.793,33.793,33.793,33.794,33.814,33.804,33.599,33.667,33.633,33.304,33.391,33.3475,NA,NA,NA,NA,NA,NA,33.63,33.967,33.7985,33.581,33.556,33.5685,33.626,33.675,33.6505,NA,NA,NA,NA,29,5,0.13
1,7/16/2018 21:01,7/16/2018,21:01,33.731,33.731,33.731,33.732,33.751,33.7415,33.599,33.604,33.6015,33.241,33.328,33.2845,NA,NA,NA,NA,NA,NA,33.63,33.905,33.7675,33.581,33.556,33.5685,33.626,33.675,33.6505,NA,NA,NA,NA,28.7,0,0.13
1,7/16/2018 21:31,7/16/2018,21:31,33.606,33.543,33.5745,33.607,33.564,33.5855,33.474,33.542,33.508,33.179,33.266,33.2225,NA,NA,NA,NA,NA,NA,33.505,33.718,33.6115,33.456,33.432,33.444,33.563,33.613,33.588,NA,NA,NA,NA,28.4,0,0.13
1,7/16/2018 22:01,7/16/2018,22:01,33.419,33.356,33.3875,33.42,33.377,33.3985,33.35,33.355,33.3525,32.991,33.079,33.035,NA,NA,NA,NA,NA,NA,33.318,33.468,33.393,33.269,33.307,33.288,33.376,33.426,33.401,NA,NA,NA,NA,28,0,0.13
1,7/16/2018 22:31,7/16/2018,22:31,33.169,33.107,33.138,33.17,33.127,33.1485,33.1,33.105,33.1025,32.742,32.892,32.817,NA,NA,NA,NA,NA,NA,33.068,33.219,33.1435,33.082,33.057,33.0695,33.189,33.239,33.214,NA,NA,NA,NA,27.6,0,0.13
1,7/16/2018 23:01,7/16/2018,23:01,32.857,32.795,32.826,32.921,32.815,32.868,32.851,32.856,32.8535,32.492,32.642,32.567,NA,NA,NA,NA,NA,NA,32.819,32.907,32.863,32.832,32.808,32.82,32.939,32.989,32.964,NA,NA,NA,NA,27.3,0,0.13
1,7/16/2018 23:31,7/16/2018,23:31,32.545,32.483,32.514,32.609,32.566,32.5875,32.601,32.606,32.6035,32.242,32.33,32.286,NA,NA,NA,NA,NA,NA,32.569,32.595,32.582,32.582,32.558,32.57,32.69,32.74,32.715,NA,NA,NA,NA,27.2,0,0.13
1,7/17/2018 0:01,7/17/2018,0:01,32.233,32.171,32.202,32.297,32.191,32.244,32.289,32.294,32.2915,31.93,32.081,32.0055,NA,NA,NA,NA,NA,NA,32.257,32.283,32.27,32.27,32.246,32.258,32.378,32.428,32.403,NA,NA,NA,NA,27.3,0,0.13
1,7/17/2018 0:31,7/17/2018,0:31,31.921,31.796,31.8585,31.985,31.879,31.932,32.04,31.983,32.0115,31.68,31.768,31.724,NA,NA,NA,NA,NA,NA,31.944,31.909,31.9265,31.958,31.934,31.946,32.128,32.178,32.153,NA,NA,NA,NA,27.2,0,0
1,7/17/2018 1:01,7/17/2018,1:01,31.609,31.484,31.5465,31.673,31.567,31.62,31.728,31.671,31.6995,31.367,31.456,31.4115,NA,NA,NA,NA,NA,NA,31.632,31.597,31.6145,31.646,31.685,31.6655,31.816,31.866,31.841,NA,NA,NA,NA,27.1,0,0
1,7/17/2018 1:31,7/17/2018,1:31,31.297,31.172,31.2345,31.361,31.255,31.308,31.416,31.421,31.4185,31.055,31.207,31.131,NA,NA,NA,NA,NA,NA,31.32,31.285,31.3025,31.396,31.373,31.3845,31.504,31.554,31.529,NA,NA,NA,NA,26.7,0,0
1,7/17/2018 2:01,7/17/2018,2:01,30.985,30.86,30.9225,31.111,30.942,31.0265,31.104,31.109,31.1065,30.805,30.895,30.85,NA,NA,NA,NA,NA,NA,31.07,30.972,31.021,31.084,31.061,31.0725,31.192,31.305,31.2485,NA,NA,NA,NA,26.7,0,0
1,7/17/2018 2:31,7/17/2018,2:31,30.673,30.548,30.6105,30.799,30.693,30.746,30.854,30.797,30.8255,30.493,30.645,30.569,NA,NA,NA,NA,NA,NA,30.758,30.723,30.7405,30.771,30.811,30.791,30.942,30.992,30.967,NA,NA,NA,NA,26.7,0,0
1,7/17/2018 3:01,7/17/2018,3:01,30.423,30.298,30.3605,30.55,30.38,30.465,30.542,30.547,30.5445,30.243,30.395,30.319,NA,NA,NA,NA,NA,NA,30.446,30.411,30.4285,30.522,30.561,30.5415,30.63,30.743,30.6865,NA,NA,NA,NA,26.4,0,0
1,7/17/2018 3:31,7/17/2018,3:31,30.111,29.986,30.0485,30.238,30.131,30.1845,30.292,30.298,30.295,29.993,30.146,30.0695,NA,NA,NA,NA,NA,NA,30.196,30.099,30.1475,30.272,30.249,30.2605,30.38,30.431,30.4055,NA,NA,NA,NA,26.1,0,0
1,7/17/2018 4:01,7/17/2018,4:01,29.861,29.736,29.7985,29.988,29.818,29.903,30.042,29.986,30.014,29.743,29.896,29.8195,NA,NA,NA,NA,NA,NA,29.946,29.849,29.8975,30.022,29.999,30.0105,30.131,30.181,30.156,NA,NA,NA,NA,25.8,0,0
1,7/17/2018 4:31,7/17/2018,4:31,29.611,29.486,29.5485,29.738,29.569,29.6535,29.793,29.736,29.7645,29.493,29.646,29.5695,NA,NA,NA,NA,NA,NA,29.696,29.599,29.6475,29.71,29.75,29.73,29.818,29.931,29.8745,NA,NA,NA,NA,25.7,0,0
1,7/17/2018 5:01,7/17/2018,5:01,29.362,29.174,29.268,29.488,29.319,29.4035,29.543,29.486,29.5145,29.243,29.396,29.3195,NA,NA,NA,NA,NA,NA,29.446,29.349,29.3975,29.46,29.5,29.48,29.569,29.682,29.6255,NA,NA,NA,NA,25.4,0,0
1,7/17/2018 5:31,7/17/2018,5:31,29.049,28.924,28.9865,29.176,29.069,29.1225,29.293,29.237,29.265,28.994,29.147,29.0705,NA,NA,NA,NA,NA,NA,29.134,29.1,29.117,29.21,29.25,29.23,29.319,29.432,29.3755,NA,NA,NA,NA,25.1,0,0
1,7/17/2018 6:01,7/17/2018,6:01,28.8,28.675,28.7375,28.926,28.757,28.8415,29.043,28.987,29.015,28.744,28.897,28.8205,NA,NA,NA,NA,NA,NA,28.946,28.85,28.898,28.96,29,28.98,29.069,29.182,29.1255,NA,NA,NA,NA,25.1,0,0
1,7/17/2018 6:31,7/17/2018,6:31,28.55,28.425,28.4875,28.677,28.507,28.592,28.794,28.737,28.7655,28.556,28.647,28.6015,NA,NA,NA,NA,NA,NA,28.697,28.538,28.6175,28.71,28.751,28.7305,28.819,28.932,28.8755,NA,NA,NA,NA,25,0,0
1,7/17/2018 7:01,7/17/2018,7:01,28.3,28.175,28.2375,28.427,28.319,28.373,28.544,28.487,28.5155,28.306,28.397,28.3515,NA,NA,NA,NA,NA,NA,28.447,28.35,28.3985,28.46,28.501,28.4805,28.569,28.682,28.6255,NA,NA,NA,NA,25.2,12,0
1,7/17/2018 7:31,7/17/2018,7:31,28.05,27.925,27.9875,28.239,28.07,28.1545,28.294,28.3,28.297,28.119,28.21,28.1645,NA,NA,NA,NA,NA,NA,28.197,28.1,28.1485,28.273,28.314,28.2935,28.32,28.433,28.3765,NA,NA,NA,NA,25.5,39,0
1,7/17/2018 8:01,7/17/2018,8:01,27.863,27.738,27.8005,27.99,27.82,27.905,28.107,28.05,28.0785,27.869,27.96,27.9145,NA,NA,NA,NA,NA,NA,27.947,27.913,27.93,28.023,28.064,28.0435,28.132,28.245,28.1885,NA,NA,NA,NA,25.7,69,0
1,7/17/2018 8:31,7/17/2018,8:31,27.675,27.55,27.6125,27.802,27.632,27.717,27.857,27.863,27.86,27.681,27.773,27.727,NA,NA,NA,NA,NA,NA,27.759,27.663,27.711,27.835,27.876,27.8555,27.945,28.058,28.0015,NA,NA,NA,NA,26.4,283,0
1,7/17/2018 9:01,7/17/2018,9:01,27.488,27.363,27.4255,27.615,27.445,27.53,27.732,27.675,27.7035,27.556,27.648,27.602,NA,NA,NA,NA,NA,NA,27.572,27.538,27.555,27.648,27.689,27.6685,27.757,27.87,27.8135,NA,NA,NA,NA,27.4,385,0
1,7/17/2018 9:31,7/17/2018,9:31,27.363,27.3,27.3315,27.49,27.382,27.436,27.669,27.55,27.6095,27.431,27.523,27.477,NA,NA,NA,NA,NA,NA,27.51,27.413,27.4615,27.586,27.626,27.606,27.632,27.746,27.689,NA,NA,NA,NA,28,483,0
1,7/17/2018 10:01,7/17/2018,10:01,27.363,27.363,27.363,27.49,27.445,27.4675,27.732,27.613,27.6725,27.431,27.585,27.508,NA,NA,NA,NA,NA,NA,27.51,27.476,27.493,27.648,27.814,27.731,27.695,27.746,27.7205,NA,NA,NA,NA,28.8,564,0
1,7/17/2018 10:31,7/17/2018,10:31,27.613,27.613,27.613,27.615,27.632,27.6235,27.982,27.738,27.86,27.556,27.773,27.6645,NA,NA,NA,NA,NA,NA,27.634,27.663,27.6485,27.898,28.126,28.012,27.945,27.933,27.939,NA,NA,NA,NA,29.8,661,0
1,7/17/2018 11:01,7/17/2018,11:01,27.988,28.05,28.019,27.927,27.945,27.936,28.419,28.05,28.2345,27.869,28.085,27.977,NA,NA,NA,NA,NA,NA,28.009,28.038,28.0235,28.273,28.563,28.418,28.382,28.245,28.3135,NA,NA,NA,NA,30.6,745,0
1,7/17/2018 11:31,7/17/2018,11:31,28.487,28.612,28.5495,28.302,28.444,28.373,28.981,28.487,28.734,28.244,28.522,28.383,NA,NA,NA,NA,NA,NA,28.447,28.538,28.4925,28.773,29.125,28.949,28.882,28.682,28.782,NA,NA,NA,NA,30.6,784,0
1,7/17/2018 12:01,7/17/2018,12:01,29.112,29.237,29.1745,28.801,29.069,28.935,29.668,29.049,29.3585,28.744,29.084,28.914,NA,NA,NA,NA,NA,NA,29.009,29.224,29.1165,29.335,29.812,29.5735,29.506,29.182,29.344,NA,NA,NA,NA,30.8,619,0
1,7/17/2018 12:31,7/17/2018,12:31,29.799,29.986,29.8925,29.426,29.756,29.591,30.355,29.674,30.0145,29.306,29.709,29.5075,NA,NA,NA,NA,NA,NA,29.696,29.911,29.8035,30.022,30.499,30.2605,30.193,29.806,29.9995,NA,NA,NA,NA,30.7,693,0
1,7/17/2018 13:01,7/17/2018,13:01,30.548,30.673,30.6105,30.05,30.443,30.2465,31.041,30.36,30.7005,29.931,30.333,30.132,NA,NA,NA,NA,NA,NA,30.383,30.66,30.5215,30.646,31.248,30.947,30.88,30.493,30.6865,NA,NA,NA,NA,31.4,1030,0
1,7/17/2018 13:31,7/17/2018,13:31,31.235,31.359,31.297,30.674,31.13,30.902,31.728,30.984,31.356,30.555,30.957,30.756,NA,NA,NA,NA,NA,NA,31.07,31.347,31.2085,31.333,31.872,31.6025,31.504,31.117,31.3105,NA,NA,NA,NA,29.9,206,0.05
1,7/17/2018 14:01,7/17/2018,14:01,31.859,31.983,31.921,31.236,31.754,31.495,32.289,31.608,31.9485,31.118,31.581,31.3495,NA,NA,NA,NA,NA,NA,31.695,32.033,31.864,31.958,32.496,32.227,32.128,31.741,31.9345,NA,NA,NA,NA,28.2,167,0.05
1,7/17/2018 14:31,7/17/2018,14:31,32.358,32.545,32.4515,31.798,32.253,32.0255,32.788,32.17,32.479,31.617,32.081,31.849,NA,NA,NA,NA,NA,NA,32.257,32.595,32.426,32.457,32.995,32.726,32.69,32.241,32.4655,NA,NA,NA,NA,27.2,186,0.08
1,7/17/2018 15:01,7/17/2018,15:01,32.795,32.857,32.826,32.172,32.628,32.4,33.1,32.544,32.822,31.992,32.455,32.2235,NA,NA,NA,NA,NA,NA,32.631,32.969,32.8,32.895,33.307,33.101,33.064,32.677,32.8705,NA,NA,NA,NA,26.3,169,0.08
1,7/17/2018 15:31,7/17/2018,15:31,32.919,32.982,32.9505,32.359,32.753,32.556,33.225,32.731,32.978,32.179,32.642,32.4105,NA,NA,NA,NA,NA,NA,32.819,33.094,32.9565,33.082,33.432,33.257,33.251,32.927,33.089,NA,NA,NA,NA,25.8,91,0.1
1,7/17/2018 16:01,7/17/2018,16:01,32.919,32.919,32.919,32.359,32.753,32.556,33.225,32.793,33.009,32.242,32.642,32.442,NA,NA,NA,NA,NA,NA,32.819,33.032,32.9255,33.082,33.432,33.257,33.251,32.927,33.089,NA,NA,NA,NA,25.7,144,0.13
1,7/17/2018 16:31,7/17/2018,16:31,32.795,32.795,32.795,32.297,32.566,32.4315,33.1,32.669,32.8845,32.179,32.58,32.3795,NA,NA,NA,NA,NA,NA,32.756,32.845,32.8005,32.957,33.244,33.1005,33.189,32.927,33.058,NA,NA,NA,NA,26.4,218,0.15
1,7/17/2018 17:01,7/17/2018,17:01,32.545,32.483,32.514,32.172,32.378,32.275,32.851,32.482,32.6665,31.992,32.392,32.192,NA,NA,NA,NA,NA,NA,32.569,32.657,32.613,32.832,33.057,32.9445,33.002,32.74,32.871,NA,NA,NA,NA,28.2,260,0.15
1,7/17/2018 17:31,7/17/2018,17:31,32.358,32.233,32.2955,31.985,32.129,32.057,32.601,32.294,32.4475,31.867,32.205,32.036,NA,NA,NA,NA,NA,NA,32.319,32.408,32.3635,32.582,32.808,32.695,32.752,32.615,32.6835,NA,NA,NA,NA,28.8,443,0.15
1,7/17/2018 18:01,7/17/2018,18:01,32.108,32.046,32.077,31.86,31.941,31.9005,32.352,32.107,32.2295,31.742,32.018,31.88,NA,NA,NA,NA,NA,NA,32.194,32.221,32.2075,32.395,32.621,32.508,32.565,32.428,32.4965,NA,NA,NA,NA,29.6,638,0.15
1,7/17/2018 18:31,7/17/2018,18:31,32.046,31.983,32.0145,31.798,31.816,31.807,32.227,31.983,32.105,31.68,31.893,31.7865,NA,NA,NA,NA,NA,NA,32.069,32.096,32.0825,32.27,32.433,32.3515,32.378,32.303,32.3405,NA,NA,NA,NA,29.7,485,0.15
1,7/17/2018 19:01,7/17/2018,19:01,32.046,32.046,32.046,31.923,31.879,31.901,32.164,31.983,32.0735,31.742,31.893,31.8175,NA,NA,NA,NA,NA,NA,32.069,32.158,32.1135,32.208,32.371,32.2895,32.315,32.303,32.309,NA,NA,NA,NA,29.7,209,0.15
1,7/17/2018 19:31,7/17/2018,19:31,32.233,32.233,32.233,32.172,32.066,32.119,32.227,32.17,32.1985,31.93,32.018,31.974,NA,NA,NA,NA,NA,NA,32.194,32.345,32.2695,32.333,32.371,32.352,32.378,32.428,32.403,NA,NA,NA,NA,29.7,142,0.15
1,7/17/2018 20:01,7/17/2018,20:01,32.42,32.483,32.4515,32.547,32.378,32.4625,32.352,32.419,32.3855,32.242,32.268,32.255,NA,NA,NA,NA,NA,NA,32.382,32.533,32.4575,32.52,32.496,32.508,32.503,32.615,32.559,NA,NA,NA,NA,29.6,62,0.15
1,7/17/2018 20:31,7/17/2018,20:31,32.607,32.607,32.607,32.734,32.566,32.65,32.539,32.606,32.5725,32.429,32.392,32.4105,NA,NA,NA,NA,NA,NA,32.444,32.595,32.5195,32.707,32.621,32.664,32.69,32.802,32.746,NA,NA,NA,NA,28.8,11,0.15
1,7/17/2018 21:01,7/17/2018,21:01,32.607,32.67,32.6385,32.796,32.628,32.712,32.601,32.669,32.635,32.429,32.455,32.442,NA,NA,NA,NA,NA,NA,32.444,32.533,32.4885,32.77,32.683,32.7265,32.752,32.927,32.8395,NA,NA,NA,NA,28.3,0,0.15
1,7/17/2018 21:31,7/17/2018,21:31,32.545,32.545,32.545,32.734,32.566,32.65,32.539,32.606,32.5725,32.367,32.392,32.3795,NA,NA,NA,NA,NA,NA,32.319,32.408,32.3635,32.707,32.621,32.664,32.752,32.927,32.8395,NA,NA,NA,NA,28.1,0,0.15
1,7/17/2018 22:01,7/17/2018,22:01,32.358,32.295,32.3265,32.547,32.378,32.4625,32.352,32.419,32.3855,32.242,32.268,32.255,NA,NA,NA,NA,NA,NA,32.132,32.158,32.145,32.582,32.496,32.539,32.627,32.802,32.7145,NA,NA,NA,NA,28.1,0,0.15
1,7/17/2018 22:31,7/17/2018,22:31,32.108,32.046,32.077,32.297,32.129,32.213,32.164,32.232,32.198,31.992,32.081,32.0365,NA,NA,NA,NA,NA,NA,31.882,31.909,31.8955,32.333,32.246,32.2895,32.44,32.615,32.5275,NA,NA,NA,NA,27.8,0,0.15
1,7/17/2018 23:01,7/17/2018,23:01,31.796,31.734,31.765,31.985,31.816,31.9005,31.915,31.92,31.9175,31.742,31.768,31.755,NA,NA,NA,NA,NA,NA,31.632,31.597,31.6145,32.083,31.997,32.04,32.19,32.365,32.2775,NA,NA,NA,NA,27.3,0,0.15
1,7/17/2018 23:31,7/17/2018,23:31,31.484,31.422,31.453,31.673,31.504,31.5885,31.603,31.671,31.637,31.43,31.519,31.4745,NA,NA,NA,NA,NA,NA,31.32,31.285,31.3025,31.771,31.747,31.759,31.941,32.053,31.997,NA,NA,NA,NA,26.9,0,0.15
1,7/18/2018 0:01,7/18/2018,0:01,31.172,31.047,31.1095,31.361,31.192,31.2765,31.291,31.296,31.2935,31.118,31.207,31.1625,NA,NA,NA,NA,NA,NA,31.008,30.972,30.99,31.458,31.435,31.4465,31.629,31.741,31.685,NA,NA,NA,NA,26.7,0,0.15
1,7/18/2018 0:31,7/18/2018,0:31,30.86,30.735,30.7975,31.049,30.88,30.9645,31.041,31.047,31.044,30.805,30.895,30.85,NA,NA,NA,NA,NA,NA,30.695,30.598,30.6465,31.146,31.123,31.1345,31.317,31.429,31.373,NA,NA,NA,NA,26.6,0,0
1,7/18/2018 1:01,7/18/2018,1:01,30.548,30.423,30.4855,30.737,30.568,30.6525,30.729,30.735,30.732,30.493,30.645,30.569,NA,NA,NA,NA,NA,NA,30.383,30.348,30.3655,30.834,30.811,30.8225,31.005,31.117,31.061,NA,NA,NA,NA,26.6,0,0
1,7/18/2018 1:31,7/18/2018,1:31,30.236,30.111,30.1735,30.425,30.193,30.309,30.417,30.423,30.42,30.243,30.333,30.288,NA,NA,NA,NA,NA,NA,30.133,30.036,30.0845,30.522,30.499,30.5105,30.692,30.805,30.7485,NA,NA,NA,NA,26.5,0,0
1,7/18/2018 2:01,7/18/2018,2:01,29.924,29.799,29.8615,30.113,29.943,30.028,30.105,30.111,30.108,29.931,30.021,29.976,NA,NA,NA,NA,NA,NA,29.821,29.724,29.7725,30.209,30.187,30.198,30.38,30.493,30.4365,NA,NA,NA,NA,26.5,0,0
1,7/18/2018 2:31,7/18/2018,2:31,29.611,29.486,29.5485,29.801,29.631,29.716,29.855,29.798,29.8265,29.681,29.771,29.726,NA,NA,NA,NA,NA,NA,29.571,29.474,29.5225,29.959,29.937,29.948,30.068,30.181,30.1245,NA,NA,NA,NA,26.6,0,0
1,7/18/2018 3:01,7/18/2018,3:01,29.362,29.237,29.2995,29.551,29.381,29.466,29.543,29.549,29.546,29.431,29.521,29.476,NA,NA,NA,NA,NA,NA,29.321,29.162,29.2415,29.647,29.625,29.636,29.818,29.931,29.8745,NA,NA,NA,NA,26.8,0,0
1,7/18/2018 3:31,7/18/2018,3:31,29.112,28.987,29.0495,29.301,29.069,29.185,29.293,29.299,29.296,29.181,29.272,29.2265,NA,NA,NA,NA,NA,NA,29.071,28.912,28.9915,29.397,29.375,29.386,29.569,29.682,29.6255,NA,NA,NA,NA,26.7,0,0
1,7/18/2018 4:01,7/18/2018,4:01,28.862,28.737,28.7995,29.051,28.882,28.9665,29.106,29.049,29.0775,28.931,29.022,28.9765,NA,NA,NA,NA,NA,NA,28.822,28.725,28.7735,29.147,29.125,29.136,29.319,29.432,29.3755,NA,NA,NA,NA,26.7,0,0
1,7/18/2018 4:31,7/18/2018,4:31,28.612,28.487,28.5495,28.801,28.632,28.7165,28.856,28.799,28.8275,28.681,28.834,28.7575,NA,NA,NA,NA,NA,NA,28.572,28.475,28.5235,28.898,28.938,28.918,29.069,29.182,29.1255,NA,NA,NA,NA,26.7,0,0
1,7/18/2018 5:01,7/18/2018,5:01,28.362,28.3,28.331,28.552,28.382,28.467,28.606,28.612,28.609,28.494,28.585,28.5395,NA,NA,NA,NA,NA,NA,28.384,28.288,28.336,28.71,28.688,28.699,28.819,28.932,28.8755,NA,NA,NA,NA,26.6,0,0
1,7/18/2018 5:31,7/18/2018,5:31,28.175,28.05,28.1125,28.364,28.195,28.2795,28.419,28.425,28.422,28.306,28.397,28.3515,NA,NA,NA,NA,NA,NA,28.197,28.1,28.1485,28.46,28.501,28.4805,28.632,28.682,28.657,NA,NA,NA,NA,26.4,0,0
1,7/18/2018 6:01,7/18/2018,6:01,27.988,27.863,27.9255,28.177,28.007,28.092,28.232,28.175,28.2035,28.119,28.21,28.1645,NA,NA,NA,NA,NA,NA,28.009,27.913,27.961,28.273,28.314,28.2935,28.382,28.495,28.4385,NA,NA,NA,NA,26.8,0,0
1,7/18/2018 6:31,7/18/2018,6:31,27.8,27.675,27.7375,27.99,27.82,27.905,28.044,27.988,28.016,27.931,28.023,27.977,NA,NA,NA,NA,NA,NA,27.822,27.726,27.774,28.085,28.126,28.1055,28.195,28.308,28.2515,NA,NA,NA,NA,26.3,0,0
1,7/18/2018 7:01,7/18/2018,7:01,27.613,27.55,27.5815,27.802,27.632,27.717,27.857,27.863,27.86,27.744,27.835,27.7895,NA,NA,NA,NA,NA,NA,27.634,27.538,27.586,27.898,27.939,27.9185,28.007,28.12,28.0635,NA,NA,NA,NA,26.3,12,0
1,7/18/2018 7:31,7/18/2018,7:31,27.488,27.363,27.4255,27.615,27.507,27.561,27.732,27.675,27.7035,27.619,27.71,27.6645,NA,NA,NA,NA,NA,NA,27.51,27.413,27.4615,27.711,27.751,27.731,27.82,27.933,27.8765,NA,NA,NA,NA,26.2,23,0
1,7/18/2018 8:01,7/18/2018,8:01,27.3,27.238,27.269,27.49,27.32,27.405,27.544,27.488,27.516,27.431,27.523,27.477,NA,NA,NA,NA,NA,NA,27.322,27.288,27.305,27.586,27.626,27.606,27.695,27.746,27.7205,NA,NA,NA,NA,26.3,220,0
1,7/18/2018 8:31,7/18/2018,8:31,27.175,27.113,27.144,27.365,27.195,27.28,27.42,27.363,27.3915,27.306,27.398,27.352,NA,NA,NA,NA,NA,NA,27.197,27.164,27.1805,27.461,27.439,27.45,27.507,27.621,27.564,NA,NA,NA,NA,27.2,100,0
1,7/18/2018 9:01,7/18/2018,9:01,27.051,26.988,27.0195,27.24,27.07,27.155,27.295,27.238,27.2665,27.181,27.335,27.258,NA,NA,NA,NA,NA,NA,27.072,27.039,27.0555,27.336,27.377,27.3565,27.382,27.496,27.439,NA,NA,NA,NA,27,362,0
1,7/18/2018 9:31,7/18/2018,9:31,26.988,26.988,26.988,27.177,27.07,27.1235,27.295,27.238,27.2665,27.119,27.273,27.196,NA,NA,NA,NA,NA,NA,27.072,27.039,27.0555,27.273,27.314,27.2935,27.32,27.433,27.3765,NA,NA,NA,NA,27.7,483,0
1,7/18/2018 10:01,7/18/2018,10:01,27.051,26.988,27.0195,27.177,27.07,27.1235,27.295,27.238,27.2665,27.181,27.273,27.227,NA,NA,NA,NA,NA,NA,27.072,27.039,27.0555,27.273,27.377,27.325,27.32,27.433,27.3765,NA,NA,NA,NA,28.4,543,0
1,7/18/2018 10:31,7/18/2018,10:31,27.175,27.113,27.144,27.24,27.195,27.2175,27.42,27.3,27.36,27.244,27.335,27.2895,NA,NA,NA,NA,NA,NA,27.135,27.164,27.1495,27.398,27.501,27.4495,27.445,27.496,27.4705,NA,NA,NA,NA,29.1,603,0
1,7/18/2018 11:01,7/18/2018,11:01,27.363,27.363,27.363,27.427,27.382,27.4045,27.669,27.488,27.5785,27.369,27.523,27.446,NA,NA,NA,NA,NA,NA,27.322,27.413,27.3675,27.586,27.751,27.6685,27.632,27.621,27.6265,NA,NA,NA,NA,29.5,378,0
1,7/18/2018 11:31,7/18/2018,11:31,27.675,27.738,27.7065,27.677,27.757,27.717,28.044,27.738,27.891,27.681,27.835,27.758,NA,NA,NA,NA,NA,NA,27.634,27.788,27.711,27.898,28.126,28.012,27.945,27.933,27.939,NA,NA,NA,NA,29.6,353,0
1,7/18/2018 12:01,7/18/2018,12:01,28.175,28.3,28.2375,28.114,28.195,28.1545,28.544,28.175,28.3595,28.056,28.21,28.133,NA,NA,NA,NA,NA,NA,28.072,28.225,28.1485,28.335,28.626,28.4805,28.382,28.308,28.345,NA,NA,NA,NA,29.4,545,0
1,7/18/2018 12:31,7/18/2018,12:31,28.737,28.862,28.7995,28.552,28.757,28.6545,29.106,28.675,28.8905,28.494,28.71,28.602,NA,NA,NA,NA,NA,NA,28.634,28.85,28.742,28.835,29.125,28.98,28.944,28.745,28.8445,NA,NA,NA,NA,29.4,736,0
1,7/18/2018 13:01,7/18/2018,13:01,29.362,29.486,29.424,29.114,29.381,29.2475,29.668,29.237,29.4525,28.994,29.272,29.133,NA,NA,NA,NA,NA,NA,29.196,29.474,29.335,29.397,29.75,29.5735,29.506,29.307,29.4065,NA,NA,NA,NA,29.4,926,0
1,7/18/2018 13:31,7/18/2018,13:31,29.986,30.111,30.0485,29.738,30.006,29.872,30.292,29.861,30.0765,29.556,29.834,29.695,NA,NA,NA,NA,NA,NA,29.821,30.099,29.96,29.959,30.374,30.1665,30.068,29.869,29.9685,NA,NA,NA,NA,29.5,617,0
